,day,month,year,post_category,comp_category,target_audience,min_team_size,max_team_size,registration_fee,number_category,cat_invalid,cat_religious_competition,cat_web_development,cat_ui/ux_competition,cat_non-it_competition,cat_competitive_programming,cat_cybersecurity/network,cat_science_olympiad,cat_game_development,cat_ai,cat_hackathon,cat_mobile_development,cat_robotic/iot,cat_data_science,cat_business_plan,cat_data_analyst,cat_smart_city,cat_python,cat_product_competition,aud_umum,aud_mahasiswa,aud_sma,aud_sd,aud_smp,aud_invalid,aud_tk,min_registration_fee,max_registration_fee,fee_type
627,11,10,2024,COMPETITION,['Hackathon'],"['Mahasiswa', 'Umum']",-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
628,8,10,2024,COMPETITION,"['Competitive Programming', 'Non-IT Competition', 'Data Analyst']","['Mahasiswa', 'Umum', 'SMA']",-1,-1,[0],3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,Free
629,8,10,2024,COMPETITION,"['Non-IT Competition', 'UI/UX Competition', 'Game Development']","['Mahasiswa', 'SMA']",-1,-1,[0],3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Free
630,8,10,2024,COMPETITION,"['Competitive Programming', 'Non-IT Competition', 'Robotic/IoT', 'Business Plan']",['Umum'],-1,-1,"[0, 145000, 130000, 50000, 95000]",4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,145000,Paid
631,8,10,2024,COMPETITION,['Competitive Programming'],['SMA'],2,3,"[0, 75000]",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75000,Paid
632,8,10,2024,COMPETITION,['Game Development'],['Umum'],1,1,[0],1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
633,8,10,2024,COMPETITION,['AI'],"['Mahasiswa', 'Umum']",-1,-1,[0],1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
634,8,10,2024,COMPETITION,"['Non-IT Competition', 'UI/UX Competition']","['Umum', 'SMA']",-1,-1,[0],2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Free
635,8,10,2024,COMPETITION,"['Game Development', 'Competitive Programming', 'Web Development', 'Data Science', 'UI/UX Competition', 'Cybersecurity/Network', 'Business Plan']","['Mahasiswa', 'Umum']",-1,-1,"[25000, 35000]",7,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,25000,35000,Paid
636,4,10,2024,COMPETITION,['Robotic/IoT'],['Umum'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
637,4,10,2024,COMPETITION,"['Non-IT Competition', 'UI/UX Competition']","['Umum', 'SMA']",-1,-1,[55000],2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,55000,55000,Paid
638,4,10,2024,COMPETITION,['Mobile Development'],"['Mahasiswa', 'Umum']",-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
639,4,10,2024,COMPETITION,"['Non-IT Competition', 'Science Olympiad']","['SMP', 'SD']",1,1,[-1],2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,Not listed
640,4,10,2024,COMPETITION,['Non-IT Competition'],['Umum'],-1,-1,[0],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
641,4,10,2024,COMPETITION,"['Non-IT Competition', 'UI/UX Competition', 'Business Plan']","['Mahasiswa', 'SMA']",-1,-1,"[60000, 100000, 65000, 125000, 85000, 50000, 110000, 150000, 75000]",3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,50000,150000,Paid
642,4,10,2024,COMPETITION,['AI'],"['Mahasiswa', 'Umum']",-1,-1,[0],1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
643,1,10,2024,COMPETITION,['Competitive Programming'],"['Umum', 'SMA']",-1,-1,[0],1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Free
644,29,9,2024,COMPETITION,"['Web Development', 'UI/UX Competition', 'Science Olympiad']","['Mahasiswa', 'SMA']",1,-1,[0],3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Free
645,29,9,2024,COMPETITION,['Science Olympiad'],['Umum'],-1,-1,[-1],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,Not listed
646,27,9,2024,COMPETITION,['Web Development'],"['Mahasiswa', 'Umum']",1,-1,[50000],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,50000,50000,Paid
647,26,9,2024,COMPETITION,"['Hackathon', 'Web Development', 'UI/UX Competition', 'Non-IT Competition']",['Mahasiswa'],1,1,[0],4,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
648,26,9,2024,OTHER,['Invalid'],['Umum'],-1,-1,[-1],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,Not listed
649,26,9,2024,COMPETITION,"['Non-IT Competition', 'Data Analyst']",['Mahasiswa'],-1,-1,"[150000, 50000]",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,50000,150000,Paid
650,26,9,2024,COMPETITION,['Game Development'],"['Mahasiswa', 'Umum']",-1,-1,[0],1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
651,26,9,2024,OTHER,['Invalid'],['Umum'],-1,-1,[-1],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,Not listed
652,25,9,2024,COMPETITION,"['Game Development', 'Competitive Programming', 'Web Development', 'Data Science', 'UI/UX Competition', 'Cybersecurity/Network', 'Business Plan']","['Mahasiswa', 'Umum']",-1,-1,"[25000, 35000]",7,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,25000,35000,Paid
653,25,9,2024,COMPETITION,['AI'],"['Mahasiswa', 'Umum']",1,-1,[0],1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
654,24,9,2024,COMPETITION,"['Hackathon', 'Non-IT Competition']",['Umum'],-1,-1,[0],2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
655,22,9,2024,COMPETITION,['Invalid'],"['Mahasiswa', 'Umum']",-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
656,22,9,2024,COMPETITION,['Business Plan'],"['Mahasiswa', 'Umum']",-1,-1,[-1],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,-1,-1,Not listed
657,21,9,2024,COMPETITION,['Non-IT Competition'],"['Umum', 'SMA']",-1,-1,"[100000, 120000]",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,100000,120000,Paid
658,21,9,2024,GIVEAWAY,['Invalid'],['Umum'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
659,20,9,2024,COMPETITION,"['Non-IT Competition', 'Mobile Development']",['Umum'],-1,-1,[-1],2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,Not listed
660,20,9,2024,COMPETITION,"['Non-IT Competition', 'Invalid', 'Game Development', 'Robotic/IoT']",['SMA'],1,1,[0],4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
661,19,9,2024,COMPETITION,['Science Olympiad'],['Umum'],-1,-1,[0],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
662,19,9,2024,COMPETITION,"['Competitive Programming', 'Non-IT Competition', 'Religious Competition']","['SMP', 'SD', 'SMA']",-1,-1,"[300000, 350000, 150000, 100000]",3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,100000,350000,Paid
663,18,9,2024,COMPETITION,['Science Olympiad'],['SMA'],1,-1,[0],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
664,16,9,2024,COMPETITION,['Competitive Programming'],"['Umum', 'SMA']",-1,-1,[0],1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Free
665,16,9,2024,COMPETITION,['Robotic/IoT'],['SMA'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
666,16,9,2024,COMPETITION,['Competitive Programming'],['SMA'],1,-1,"[50000, 65000]",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50000,65000,Paid
667,14,9,2024,COMPETITION,['Non-IT Competition'],"['Umum', 'SMA']",-1,-1,[0],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Free
668,12,9,2024,COMPETITION,['Science Olympiad'],['Umum'],-1,-1,"[25000, 20000]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20000,25000,Paid
669,12,9,2024,COMPETITION,['Competitive Programming'],['Umum'],1,1,[0],1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
670,12,9,2024,COMPETITION,"['Non-IT Competition', 'Data Science', 'Data Analyst']","['Mahasiswa', 'Umum']",-1,-1,"[45000, 35000]",3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,35000,45000,Paid
671,12,9,2024,COMPETITION,"['Competitive Programming', 'Robotic/IoT']","['Umum', 'SMA']",-1,-1,[0],2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Free
672,12,9,2024,COMPETITION,['Hackathon'],['Umum'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
673,10,9,2024,COMPETITION,['Robotic/IoT'],['Umum'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
674,8,9,2024,COMPETITION,['Data Science'],['Umum'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
675,8,9,2024,COMPETITION,['Science Olympiad'],"['Mahasiswa', 'Umum']",-1,-1,[0],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
676,8,9,2024,COMPETITION,"['Web Development', 'UI/UX Competition', 'Non-IT Competition']",['Umum'],1,1,[0],3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
677,8,9,2024,COMPETITION,"['Game Development', 'Competitive Programming', 'Web Development', 'Data Science', 'AI', 'Cybersecurity/Network']","['Umum', 'SMA']",-1,-1,[0],6,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Free
678,8,9,2024,COMPETITION,"['Competitive Programming', 'Non-IT Competition', 'Robotic/IoT']",['Umum'],-1,-1,[-1],3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,Not listed
679,8,9,2024,COMPETITION,['Invalid'],['Umum'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
680,7,9,2024,OTHER,['Invalid'],['Umum'],-1,-1,[-1],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,Not listed
681,7,9,2024,COMPETITION,['Non-IT Competition'],"['Mahasiswa', 'Umum']",-1,-1,[0],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
682,4,9,2024,COMPETITION,"['Data Analyst', 'Competitive Programming', 'Web Development', 'Science Olympiad', 'Cybersecurity/Network']","['Mahasiswa', 'Umum', 'SMA']",-1,-1,[0],5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,Free
683,4,9,2024,COMPETITION,['Non-IT Competition'],['SMA'],1,1,[50000],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50000,50000,Paid
684,4,9,2024,COMPETITION,['Cybersecurity/Network'],['SMA'],-1,2,[50000],1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50000,50000,Paid
685,4,9,2024,COMPETITION,['Web Development'],['SMA'],1,1,[0],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
686,3,9,2024,COMPETITION,"['Non-IT Competition', 'Web Development']","['Mahasiswa', 'SMA']",-1,3,[0],2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Free
687,31,8,2024,COMPETITION,"['Non-IT Competition', 'Invalid']",['Umum'],-1,-1,[0],2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
688,31,8,2024,COMPETITION,['Non-IT Competition'],"['Mahasiswa', 'SMA']",-1,3,"[35000, 45000]",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,35000,45000,Paid
689,31,8,2024,COMPETITION,['Game Development'],['Umum'],-1,-1,"[150000, 200000, 175000]",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,150000,200000,Paid
690,31,8,2024,COMPETITION,['Non-IT Competition'],['Umum'],-1,-1,[0],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
691,31,8,2024,COMPETITION,"['Competitive Programming', 'Non-IT Competition', 'Hackathon', 'Robotic/IoT']","['SMP', 'SD', 'SMA', 'Mahasiswa']",-1,4,"[150000, 60000]",4,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,60000,150000,Paid
692,31,8,2024,OTHER,['Invalid'],['Invalid'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Free
693,28,8,2024,COMPETITION,['Non-IT Competition'],['SMA'],-1,-1,[0],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
694,28,8,2024,OTHER,['Invalid'],['Umum'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
695,28,8,2024,COMPETITION,['Robotic/IoT'],['SMA'],1,1,[0],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
696,28,8,2024,COMPETITION,['Robotic/IoT'],"['SD', 'SMA']",-1,-1,[250000],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,250000,250000,Paid
697,28,8,2024,COMPETITION,['Hackathon'],"['SMP', 'SMA']",-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Free
698,27,8,2024,COMPETITION,"['Competitive Programming', 'Non-IT Competition', 'Data Analyst', 'Robotic/IoT']",['Mahasiswa'],-1,-1,[0],4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Free
699,26,8,2024,OTHER,['Invalid'],['Invalid'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Free
700,25,8,2024,COMPETITION,['Web Development'],"['Mahasiswa', 'Umum']",-1,-1,"[75000, 85000, 100000]",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,75000,100000,Paid
701,24,8,2024,COMPETITION,"['Non-IT Competition', 'Invalid', 'UI/UX Competition', 'Game Development']",['Mahasiswa'],-1,-1,[0],4,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
702,23,8,2024,COMPETITION,['AI'],['Umum'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
703,21,8,2024,COMPETITION,['Non-IT Competition'],['Umum'],-1,-1,[0],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
704,20,8,2024,COMPETITION,"['Competitive Programming', 'Non-IT Competition', 'UI/UX Competition']",['Mahasiswa'],-1,-1,[0],3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
705,19,8,2024,COMPETITION,"['Hackathon', 'AI']",['Umum'],-1,-1,[0],2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
706,18,8,2024,COMPETITION,['Non-IT Competition'],['Umum'],-1,-1,"[50000, 60000]",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50000,60000,Paid
707,18,8,2024,COMPETITION,['Cybersecurity/Network'],['Umum'],1,1,[0],1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
708,17,8,2024,COMPETITION,['Game Development'],['Umum'],-1,-1,[0],1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
709,17,8,2024,COMPETITION,['Competitive Programming'],['Umum'],-1,-1,[0],1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
710,17,8,2024,COMPETITION,['Non-IT Competition'],['Umum'],-1,-1,"[40000, 20000]",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20000,40000,Paid
711,17,8,2024,COMPETITION,"['Competitive Programming', 'Non-IT Competition', 'Robotic/IoT']",['Mahasiswa'],-1,-1,"[200000, 150000]",3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,150000,200000,Paid
712,16,8,2024,COMPETITION,['Competitive Programming'],['Mahasiswa'],-1,-1,[0],1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
713,16,8,2024,COMPETITION,"['Non-IT Competition', 'Business Plan', 'Robotic/IoT']",['Umum'],-1,-1,[0],3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
714,16,8,2024,COMPETITION,['Robotic/IoT'],['Umum'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
715,16,8,2024,COMPETITION,"['Non-IT Competition', 'Web Development']",['SMA'],-1,-1,[0],2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
716,15,8,2024,COMPETITION,['Cybersecurity/Network'],"['Mahasiswa', 'Umum', 'SMA']",-1,3,[100000],1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,100000,100000,Paid
717,15,8,2024,COMPETITION,"['Competitive Programming', 'Robotic/IoT']","['SMP', 'SD', 'SMA']",-1,-1,[0],2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Free
718,15,8,2024,COMPETITION,['Hackathon'],['Umum'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
719,14,8,2024,COMPETITION,"['Non-IT Competition', 'Science Olympiad']",['SMA'],-1,-1,[0],2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
720,14,8,2024,COMPETITION,['Hackathon'],['Umum'],-1,-1,[-1],1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,Not listed
721,14,8,2024,COMPETITION,"['Non-IT Competition', 'Science Olympiad']","['Mahasiswa', 'Umum']",1,1,[0],2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
722,14,8,2024,COMPETITION,"['Data Science', 'Data Analyst']",['Mahasiswa'],-1,-1,[0],2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Free
723,14,8,2024,COMPETITION,"['Competitive Programming', 'Robotic/IoT']",['SMA'],-1,-1,[0],2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
724,13,8,2024,COMPETITION,['Hackathon'],['Umum'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
725,13,8,2024,COMPETITION,['Invalid'],['Umum'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
726,12,8,2024,OTHER,['Invalid'],['Umum'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
727,11,8,2024,COMPETITION,"['Non-IT Competition', 'Robotic/IoT', 'Business Plan']",['SMA'],-1,-1,[-1],3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-1,-1,Not listed
728,11,8,2024,COMPETITION,['Web Development'],['Mahasiswa'],-1,-1,[60000],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60000,60000,Paid
729,11,8,2024,COMPETITION,"['Web Development', 'UI/UX Competition', 'Non-IT Competition']",['Umum'],1,1,[0],3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
730,11,8,2024,COMPETITION,"['Competitive Programming', 'Non-IT Competition']",['Mahasiswa'],-1,-1,[0],2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
731,10,8,2024,COMPETITION,"['Competitive Programming', 'Non-IT Competition', 'Web Development']",['Mahasiswa'],-1,-1,[0],3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
732,10,8,2024,COMPETITION,['Robotic/IoT'],['Mahasiswa'],-1,-1,"[150000, 175000]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,150000,175000,Paid
733,10,8,2024,COMPETITION,['Game Development'],"['Mahasiswa', 'Umum']",-1,-1,[0],1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
734,8,8,2024,COMPETITION,"['Game Development', 'Competitive Programming', 'Hackathon', 'UI/UX Competition', 'Non-IT Competition']","['SMP', 'SD', 'SMA', 'Mahasiswa']",-1,-1,"[140000, 60000, 80000, 100000, 115000, 125000, 65000, 50000, 95000, 130000, 150000, 75000]",5,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,50000,150000,Paid
735,7,8,2024,COMPETITION,"['Hackathon', 'Data Science']",['Umum'],-1,-1,[0],2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
736,7,8,2024,COMPETITION,['Non-IT Competition'],['Mahasiswa'],2,3,[60000],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60000,60000,Paid
737,7,8,2024,OTHER,['Invalid'],['Umum'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
738,7,8,2024,COMPETITION,['Cybersecurity/Network'],['Umum'],1,3,[75000],1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75000,75000,Paid
739,6,8,2024,COMPETITION,['Cybersecurity/Network'],['Umum'],-1,-1,[0],1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
740,6,8,2024,COMPETITION,['Robotic/IoT'],['SD'],-1,-1,[25000],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,25000,25000,Paid
741,6,8,2024,COMPETITION,"['Hackathon', 'AI', 'Robotic/IoT']",['Mahasiswa'],-1,-1,[0],3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
742,5,8,2024,COMPETITION,['Data Analyst'],['Umum'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Free
743,4,8,2024,COMPETITION,['Cybersecurity/Network'],"['Mahasiswa', 'SMA']",3,3,[85000],1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,85000,85000,Paid
